mag,place,time,updated,tz,url,detail,felt,cdi,mmi,alert,status,tsunami,sig,net,code,ids,sources,types,nst,dmin,rms,gap,magType,type,title
-0.43,"15 km NE of Milford, Utah",1708103736680,1708105276900,,https://earthquake.usgs.gov/earthquakes/eventpage/uu80037776,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=uu80037776&format=geojson,,,,,reviewed,0,0,uu,80037776,",uu80037776,",",uu,",",origin,phase-data,",10.0,0.005851,0.08,110.0,md,earthquake,"M -0.4 - 15 km NE of Milford, Utah"
2.6,"Rat Islands, Aleutian Islands, Alaska",1708103127787,1709748464818,,https://earthquake.usgs.gov/earthquakes/eventpage/ak024260et7u,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=ak024260et7u&format=geojson,,,,,reviewed,0,104,ak,024260et7u,",ak024260et7u,",",ak,",",origin,phase-data,",,,0.35,,ml,earthquake,"M 2.6 - Rat Islands, Aleutian Islands, Alaska"
0.8,"21 km SSE of Caliente, Nevada",1708103124962,1708125281698,,https://earthquake.usgs.gov/earthquakes/eventpage/nn00873613,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=nn00873613&format=geojson,,,,,reviewed,0,10,nn,00873613,",nn00873613,",",nn,",",origin,phase-data,",3.0,0.421,0.0976,173.28,ml,earthquake,"M 0.8 - 21 km SSE of Caliente, Nevada"
1.8,"52 km WNW of Beluga, Alaska",1708102774132,1709748460104,,https://earthquake.usgs.gov/earthquakes/eventpage/ak0242604yql,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=ak0242604yql&format=geojson,,,,,reviewed,0,50,ak,0242604yql,",ak0242604yql,",",ak,",",origin,phase-data,",,,0.6,,ml,earthquake,"M 1.8 - 52 km WNW of Beluga, Alaska"
-0.09,"15 km NE of Milford, Utah",1708102535750,1708116882010,,https://earthquake.usgs.gov/earthquakes/eventpage/uu80037761,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=uu80037761&format=geojson,,,,,reviewed,0,0,uu,80037761,",uu80037761,",",uu,",",origin,phase-data,",8.0,0.002992,0.06,194.0,md,earthquake,"M -0.1 - 15 km NE of Milford, Utah"
1.3,"36 km NNW of Petersville, Alaska",1708102414580,1709748464618,,https://earthquake.usgs.gov/earthquakes/eventpage/ak0242603oia,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=ak0242603oia&format=geojson,,,,,reviewed,0,26,ak,0242603oia,",ak0242603oia,",",ak,",",origin,phase-data,",,,0.44,,ml,earthquake,"M 1.3 - 36 km NNW of Petersville, Alaska"
1.8,"54 km NE of Susitna North, Alaska",1708102072140,1709748459848,,https://earthquake.usgs.gov/earthquakes/eventpage/ak0242602fko,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=ak0242602fko&format=geojson,,,,,reviewed,0,50,ak,0242602fko,",ak0242602fko,",",ak,",",origin,phase-data,",,,0.41,,ml,earthquake,"M 1.8 - 54 km NE of Susitna North, Alaska"
-0.28,"15 km NE of Milford, Utah",1708102037800,1708116617980,,https://earthquake.usgs.gov/earthquakes/eventpage/uu80037756,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=uu80037756&format=geojson,,,,,reviewed,0,0,uu,80037756,",uu80037756,",",uu,",",origin,phase-data,",7.0,0.003735,0.06,101.0,md,earthquake,"M -0.3 - 15 km NE of Milford, Utah"
1.3,"55 km NNE of Petersville, Alaska",1708101511880,1709748464401,,https://earthquake.usgs.gov/earthquakes/eventpage/ak0242600gk4,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=ak0242600gk4&format=geojson,,,,,reviewed,0,26,ak,0242600gk4,",ak0242600gk4,",",ak,",",origin,phase-data,",,,0.52,,ml,earthquake,"M 1.3 - 55 km NNE of Petersville, Alaska"
1.02,"2 km SSW of Morton, Washington",1708101477680,1708111235520,,https://earthquake.usgs.gov/earthquakes/eventpage/uw61983356,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=uw61983356&format=geojson,,,,,reviewed,0,16,uw,61983356,",uw61983356,",",uw,",",origin,phase-data,",12.0,0.1983,0.15,98.0,ml,earthquake,"M 1.0 - 2 km SSW of Morton, Washington"
1.3,"31 km W of Empire, Nevada",1708101453640,1708124724568,,https://earthquake.usgs.gov/earthquakes/eventpage/nn00873612,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=nn00873612&format=geojson,,,,,reviewed,0,26,nn,00873612,",nn00873612,",",nn,",",origin,phase-data,",4.0,0.39,0.0934,307.77,ml,earthquake,"M 1.3 - 31 km W of Empire, Nevada"
0.75,"8 km NW of The Geysers, CA",1708101187100,1708102993463,,https://earthquake.usgs.gov/earthquakes/eventpage/nc74003591,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=nc74003591&format=geojson,,,,,automatic,0,9,nc,74003591,",nc74003591,",",nc,",",nearby-cities,origin,phase-data,scitech-link,",14.0,0.00566,0.02,67.0,md,earthquake,"M 0.8 - 8 km NW of The Geysers, CA"
3.42,"17 km WSW of Brinnon, Washington",1708101018830,1710017406040,,https://earthquake.usgs.gov/earthquakes/eventpage/uw61983351,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=uw61983351&format=geojson,125.0,3.6,2.522,,reviewed,0,225,uw,61983351,",uw61983351,us7000lzp3,",",uw,us,",",dyfi,origin,phase-data,shakemap,",144.0,0.06076,0.36,20.0,ml,earthquake,"M 3.4 - 17 km WSW of Brinnon, Washington"
2.4,"82 km ESE of King Cove, Alaska",1708100946532,1709748459631,,https://earthquake.usgs.gov/earthquakes/eventpage/ak02425zyhcc,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=ak02425zyhcc&format=geojson,,,,,reviewed,0,89,ak,02425zyhcc,",ak02425zyhcc,",",ak,",",origin,phase-data,",,,0.4,,ml,earthquake,"M 2.4 - 82 km ESE of King Cove, Alaska"
2.6,"66 km W of Nanwalek, Alaska",1708100643564,1709748459314,,https://earthquake.usgs.gov/earthquakes/eventpage/ak02425zxeaa,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=ak02425zxeaa&format=geojson,,,,,reviewed,0,104,ak,02425zxeaa,",us7000lznq,ak02425zxeaa,",",us,ak,",",origin,phase-data,",,,0.47,,ml,earthquake,"M 2.6 - 66 km W of Nanwalek, Alaska"
2.2,"58 km NW of Ninilchik, Alaska",1708100481487,1709748459057,,https://earthquake.usgs.gov/earthquakes/eventpage/ak02425zwshz,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=ak02425zwshz&format=geojson,,,,,reviewed,0,74,ak,02425zwshz,",ak02425zwshz,",",ak,",",origin,phase-data,",,,0.41,,ml,earthquake,"M 2.2 - 58 km NW of Ninilchik, Alaska"
-0.11,"15 km NE of Milford, Utah",1708100466320,1708116435810,,https://earthquake.usgs.gov/earthquakes/eventpage/uu80037736,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=uu80037736&format=geojson,,,,,reviewed,0,0,uu,80037736,",uu80037736,",",uu,",",origin,phase-data,",7.0,0.003043,0.06,144.0,md,earthquake,"M -0.1 - 15 km NE of Milford, Utah"
-0.18,"16 km NE of Milford, Utah",1708100405080,1708116196180,,https://earthquake.usgs.gov/earthquakes/eventpage/uu80037731,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=uu80037731&format=geojson,,,,,reviewed,0,0,uu,80037731,",uu80037731,",",uu,",",origin,phase-data,",8.0,0.004699,0.08,78.0,md,earthquake,"M -0.2 - 16 km NE of Milford, Utah"
1.1,"17 km N of Two Rivers, Alaska",1708100038358,1709748458852,,https://earthquake.usgs.gov/earthquakes/eventpage/ak02425zv5q6,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=ak02425zv5q6&format=geojson,,,,,reviewed,0,19,ak,02425zv5q6,",ak02425zv5q6,",",ak,",",origin,phase-data,",,,0.22,,ml,explosion,"M 1.1 Explosion - 17 km N of Two Rivers, Alaska"
1.1,"35 km WNW of Rachel, Nevada",1708099677967,1708108073878,,https://earthquake.usgs.gov/earthquakes/eventpage/nn00873592,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=nn00873592&format=geojson,,,,,reviewed,0,19,nn,00873592,",nn00873592,",",nn,",",origin,phase-data,",11.0,0.316,0.1445,253.96,ml,earthquake,"M 1.1 - 35 km WNW of Rachel, Nevada"
-0.19,"23 km W of Sitka, Alaska",1708099613740,1708122729440,,https://earthquake.usgs.gov/earthquakes/eventpage/av91132408,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=av91132408&format=geojson,,,,,reviewed,0,0,av,91132408,",av91132408,",",av,",",origin,phase-data,",4.0,,0.05,236.0,ml,earthquake,"M -0.2 - 23 km W of Sitka, Alaska"
-0.41,"15 km NE of Milford, Utah",1708099297950,1708115933090,,https://earthquake.usgs.gov/earthquakes/eventpage/uu80037726,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=uu80037726&format=geojson,,,,,reviewed,0,0,uu,80037726,",uu80037726,",",uu,",",origin,phase-data,",7.0,0.002409,0.05,166.0,md,earthquake,"M -0.4 - 15 km NE of Milford, Utah"
1.98000002,"10 km ENE of Pāhala, Hawaii",1708098939540,1708099056170,,https://earthquake.usgs.gov/earthquakes/eventpage/hv74114036,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=hv74114036&format=geojson,,,,,automatic,0,60,hv,74114036,",hv74114036,",",hv,",",origin,phase-data,",37.0,0.08057,0.119999997,133.0,md,earthquake,"M 2.0 - 10 km ENE of Pāhala, Hawaii"
4.3,"9 km ENE of San Felipe, Chile",1708098657679,1710017794611,,https://earthquake.usgs.gov/earthquakes/eventpage/us7000lznk,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=us7000lznk&format=geojson,2.0,2.7,,,reviewed,0,285,us,7000lznk,",us7000lznk,",",us,",",dyfi,origin,phase-data,",38.0,0.075,0.5,73.0,mb,earthquake,"M 4.3 - 9 km ENE of San Felipe, Chile"
-0.21,"15 km NE of Milford, Utah",1708098612770,1708122775040,,https://earthquake.usgs.gov/earthquakes/eventpage/uu80037721,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=uu80037721&format=geojson,,,,,reviewed,0,0,uu,80037721,",uu80037721,",",uu,",",origin,phase-data,",8.0,0.003639,0.07,201.0,md,earthquake,"M -0.2 - 15 km NE of Milford, Utah"
1.97000003,"10 km SSE of Kapaau, Hawaii",1708098388400,1710017949269,,https://earthquake.usgs.gov/earthquakes/eventpage/hv74114026,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=hv74114026&format=geojson,0.0,1.0,,,automatic,0,60,hv,74114026,",us7000lznj,hv74114026,",",us,hv,",",dyfi,origin,phase-data,",31.0,0.01315,0.230000004,168.0,md,earthquake,"M 2.0 - 10 km SSE of Kapaau, Hawaii"
4.5,"154 km SSE of Damusi, China",1708097907400,1710018936040,,https://earthquake.usgs.gov/earthquakes/eventpage/us7000lzni,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=us7000lzni&format=geojson,,,,,reviewed,0,312,us,7000lzni,",us7000lzni,",",us,",",origin,phase-data,",71.0,4.332,0.57,86.0,mb,earthquake,"M 4.5 - 154 km SSE of Damusi, China"
1.74,"13 km SSE of Kanarraville, Utah",1708097772560,1708102621900,,https://earthquake.usgs.gov/earthquakes/eventpage/uu80037711,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=uu80037711&format=geojson,,,,,reviewed,0,47,uu,80037711,",uu80037711,",",uu,",",origin,phase-data,",12.0,0.06732,0.08,95.0,ml,earthquake,"M 1.7 - 13 km SSE of Kanarraville, Utah"
0.48,"4 km W of Cobb, CA",1708097629010,1708720210363,,https://earthquake.usgs.gov/earthquakes/eventpage/nc74003581,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=nc74003581&format=geojson,,,,,reviewed,0,4,nc,74003581,",nc74003581,",",nc,",",nearby-cities,origin,phase-data,scitech-link,",17.0,0.009026,0.03,73.0,md,earthquake,"M 0.5 - 4 km W of Cobb, CA"
1.03,"11 km W of Toms Place, CA",1708097554500,1708290133739,,https://earthquake.usgs.gov/earthquakes/eventpage/nc74003576,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=nc74003576&format=geojson,,,,,reviewed,0,16,nc,74003576,",nc74003576,",",nc,",",nearby-cities,origin,phase-data,scitech-link,",20.0,0.0491,0.07,181.0,md,earthquake,"M 1.0 - 11 km W of Toms Place, CA"
3.0,"270 km ESE of Chiniak, Alaska",1708097453033,1710019019040,,https://earthquake.usgs.gov/earthquakes/eventpage/us7000lzng,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=us7000lzng&format=geojson,,,,,reviewed,0,138,us,7000lzng,",ak02425zdjuq,us7000lzng,",",ak,us,",",origin,phase-data,",39.0,2.656,0.34,223.0,ml,earthquake,"M 3.0 - 270 km ESE of Chiniak, Alaska"
0.6,"14 km SW of Toms Place, CA",1708097110230,1708160351668,,https://earthquake.usgs.gov/earthquakes/eventpage/nc74003571,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=nc74003571&format=geojson,,,,,reviewed,0,6,nc,74003571,",nc74003571,",",nc,",",nearby-cities,origin,phase-data,scitech-link,",16.0,0.1111,0.05,253.0,md,earthquake,"M 0.6 - 14 km SW of Toms Place, CA"
2.4,"15 km NE of Stanley, Idaho",1708097006754,1710019131040,,https://earthquake.usgs.gov/earthquakes/eventpage/us7000lzne,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=us7000lzne&format=geojson,,,,,reviewed,0,89,us,7000lzne,",mb90040863,us7000lzne,",",mb,us,",",origin,phase-data,",19.0,0.226,0.75,49.0,ml,earthquake,"M 2.4 - 15 km NE of Stanley, Idaho"
2.1,"4 km NNW of Glennallen, Alaska",1708097006419,1709748458333,,https://earthquake.usgs.gov/earthquakes/eventpage/ak02425zbsnl,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=ak02425zbsnl&format=geojson,,,,,reviewed,0,68,ak,02425zbsnl,",ak02425zbsnl,",",ak,",",origin,phase-data,",,,0.81,,ml,earthquake,"M 2.1 - 4 km NNW of Glennallen, Alaska"
2.59,"15 km N of Viola, CA",1708096386960,1708133171158,,https://earthquake.usgs.gov/earthquakes/eventpage/nc74003566,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=nc74003566&format=geojson,,,,,reviewed,0,103,nc,74003566,",nc74003566,",",nc,",",nearby-cities,origin,phase-data,scitech-link,",33.0,0.1514,0.16,35.0,md,earthquake,"M 2.6 - 15 km N of Viola, CA"
-0.34,"15 km NE of Milford, Utah",1708096301400,1708115684290,,https://earthquake.usgs.gov/earthquakes/eventpage/uu80037701,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=uu80037701&format=geojson,,,,,reviewed,0,0,uu,80037701,",uu80037701,",",uu,",",origin,phase-data,",8.0,0.004849,0.07,207.0,md,earthquake,"M -0.3 - 15 km NE of Milford, Utah"
4.8,"218 km ESE of Onagawa Chō, Japan",1708095588525,1710341181040,,https://earthquake.usgs.gov/earthquakes/eventpage/us7000lzlp,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=us7000lzlp&format=geojson,,,,,reviewed,0,354,us,7000lzlp,",us7000lzlp,",",us,",",origin,phase-data,",77.0,3.619,1.02,135.0,mb,earthquake,"M 4.8 - 218 km ESE of Onagawa Chō, Japan"
1.0,"13 km SSW of Tres Pinos, CA",1708095389730,1708726811998,,https://earthquake.usgs.gov/earthquakes/eventpage/nc74003551,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=nc74003551&format=geojson,,,,,reviewed,0,15,nc,74003551,",nc74003551,",",nc,",",nearby-cities,origin,phase-data,scitech-link,",22.0,0.02918,0.13,59.0,md,earthquake,"M 1.0 - 13 km SSW of Tres Pinos, CA"
4.1,"50 km E of Khorugh, Tajikistan",1708095299468,1710342021040,,https://earthquake.usgs.gov/earthquakes/eventpage/us7000lzln,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=us7000lzln&format=geojson,,,,,reviewed,0,259,us,7000lzln,",us7000lzln,",",us,",",origin,phase-data,",27.0,1.979,0.66,129.0,mb,earthquake,"M 4.1 - 50 km E of Khorugh, Tajikistan"
1.14,"150 km W of Adak, Alaska",1708095236250,1708121632120,,https://earthquake.usgs.gov/earthquakes/eventpage/av92206671,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=av92206671&format=geojson,,,,,reviewed,0,20,av,92206671,",av92206671,",",av,",",origin,phase-data,",5.0,,0.12,129.0,ml,earthquake,"M 1.1 - 150 km W of Adak, Alaska"
-0.5,"35 km WNW of Pahrump, Nevada",1708095127740,1708124352193,,https://earthquake.usgs.gov/earthquakes/eventpage/nn00873611,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=nn00873611&format=geojson,,,,,reviewed,0,0,nn,00873611,",nn00873611,",",nn,",",origin,phase-data,",4.0,0.124,0.1243,214.21,ml,earthquake,"M -0.5 - 35 km WNW of Pahrump, Nevada"
2.2,"46 km ENE of Pedro Bay, Alaska",1708094514923,1709748458057,,https://earthquake.usgs.gov/earthquakes/eventpage/ak02425yuaef,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=ak02425yuaef&format=geojson,,,,,reviewed,0,74,ak,02425yuaef,",ak02425yuaef,",",ak,",",origin,phase-data,",,,0.49,,ml,earthquake,"M 2.2 - 46 km ENE of Pedro Bay, Alaska"
-0.42,"15 km NE of Milford, Utah",1708094502550,1708115242590,,https://earthquake.usgs.gov/earthquakes/eventpage/uu80037686,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=uu80037686&format=geojson,,,,,reviewed,0,0,uu,80037686,",uu80037686,",",uu,",",origin,phase-data,",8.0,0.0007597,0.05,93.0,md,earthquake,"M -0.4 - 15 km NE of Milford, Utah"
1.6,"3 km WSW of San Juan Bautista, CA",1708093977010,1708732572562,,https://earthquake.usgs.gov/earthquakes/eventpage/nc74003546,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=nc74003546&format=geojson,,,,,reviewed,0,39,nc,74003546,",nc74003546,",",nc,",",focal-mechanism,nearby-cities,origin,phase-data,scitech-link,",51.0,0.02527,0.18,47.0,md,earthquake,"M 1.6 - 3 km WSW of San Juan Bautista, CA"
1.67,"4 km NW of Stanley, Idaho",1708093673640,1708102565560,,https://earthquake.usgs.gov/earthquakes/eventpage/mb90040903,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=mb90040903&format=geojson,,,,,reviewed,0,43,mb,90040903,",mb90040903,",",mb,",",origin,phase-data,",9.0,0.166,0.22,79.0,ml,earthquake,"M 1.7 - 4 km NW of Stanley, Idaho"
4.9,"260 km W of Tual, Indonesia",1708093413695,1710340934040,,https://earthquake.usgs.gov/earthquakes/eventpage/us7000lzli,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=us7000lzli&format=geojson,,,,,reviewed,0,369,us,7000lzli,",us7000lzli,",",us,",",origin,phase-data,",92.0,1.58,0.67,88.0,mb,earthquake,"M 4.9 - 260 km W of Tual, Indonesia"
0.85,"78 km W of Adak, Alaska",1708093252740,1708121898250,,https://earthquake.usgs.gov/earthquakes/eventpage/av91132403,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=av91132403&format=geojson,,,,,reviewed,0,11,av,91132403,",av91132403,",",av,",",origin,phase-data,",4.0,,0.07,289.0,ml,earthquake,"M 0.9 - 78 km W of Adak, Alaska"
1.96000004,"3 km SW of Pāhala, Hawaii",1708093157640,1708093258290,,https://earthquake.usgs.gov/earthquakes/eventpage/hv74113986,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=hv74113986&format=geojson,,,,,automatic,0,59,hv,74113986,",hv74113986,",",hv,",",origin,phase-data,",37.0,0.04592,0.129999995,81.0,md,earthquake,"M 2.0 - 3 km SW of Pāhala, Hawaii"
1.85,"7 km NE of Calexico, CA",1708092773090,1708566349954,,https://earthquake.usgs.gov/earthquakes/eventpage/ci40671408,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=ci40671408&format=geojson,,,,,reviewed,0,53,ci,40671408,",ci40671408,",",ci,",",nearby-cities,origin,phase-data,scitech-link,",26.0,0.07993,0.25,79.0,ml,earthquake,"M 1.9 - 7 km NE of Calexico, CA"
-0.15,"34 km W of Adak, Alaska",1708092356230,1708121633140,,https://earthquake.usgs.gov/earthquakes/eventpage/av92206626,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=av92206626&format=geojson,,,,,reviewed,0,0,av,92206626,",av92206626,",",av,",",origin,phase-data,",4.0,,0.3,151.0,ml,earthquake,"M -0.2 - 34 km W of Adak, Alaska"
1.5,"29 km E of Hiko, Nevada",1708092296898,1708124165462,,https://earthquake.usgs.gov/earthquakes/eventpage/nn00873610,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=nn00873610&format=geojson,,,,,reviewed,0,35,nn,00873610,",nn00873610,",",nn,",",origin,phase-data,",7.0,0.27,0.0834,320.63,ml,earthquake,"M 1.5 - 29 km E of Hiko, Nevada"
4.5,"230 km NW of Houma, Tonga",1708092042332,1710341517040,,https://earthquake.usgs.gov/earthquakes/eventpage/us7000lzld,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=us7000lzld&format=geojson,,,,,reviewed,0,312,us,7000lzld,",us7000lzld,",",us,",",origin,phase-data,",55.0,2.139,0.74,77.0,mb,earthquake,"M 4.5 - 230 km NW of Houma, Tonga"
1.4,"53 km NNW of Petersville, Alaska",1708091750239,1709748464188,,https://earthquake.usgs.gov/earthquakes/eventpage/ak02425ybubz,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=ak02425ybubz&format=geojson,,,,,reviewed,0,30,ak,02425ybubz,",ak02425ybubz,",",ak,",",origin,phase-data,",,,0.46,,ml,earthquake,"M 1.4 - 53 km NNW of Petersville, Alaska"
4.5,"143 km NW of Sola, Vanuatu",1708091339322,1710341712040,,https://earthquake.usgs.gov/earthquakes/eventpage/us7000lzlc,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=us7000lzlc&format=geojson,,,,,reviewed,0,312,us,7000lzlc,",us7000lzlc,",",us,",",origin,phase-data,",27.0,7.474,0.45,157.0,mb,earthquake,"M 4.5 - 143 km NW of Sola, Vanuatu"
4.4,"67 km NNW of Murghob, Tajikistan",1708091236541,1710340708921,,https://earthquake.usgs.gov/earthquakes/eventpage/us7000lzlb,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=us7000lzlb&format=geojson,1.0,2.0,,,reviewed,0,298,us,7000lzlb,",us7000lzlb,",",us,",",dyfi,origin,phase-data,",31.0,1.577,0.58,106.0,mb,earthquake,"M 4.4 - 67 km NNW of Murghob, Tajikistan"
1.06,"25 km ENE of Pine Valley, CA",1708090240180,1708104833030,,https://earthquake.usgs.gov/earthquakes/eventpage/ci40671400,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=ci40671400&format=geojson,,,,,reviewed,0,17,ci,40671400,",ci40671400,",",ci,",",focal-mechanism,nearby-cities,origin,phase-data,scitech-link,",28.0,0.1475,0.11,51.0,ml,earthquake,"M 1.1 - 25 km ENE of Pine Valley, CA"
-0.59,"15 km NE of Milford, Utah",1708090156290,1708114610250,,https://earthquake.usgs.gov/earthquakes/eventpage/uu80037681,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=uu80037681&format=geojson,,,,,reviewed,0,0,uu,80037681,",uu80037681,",",uu,",",origin,phase-data,",9.0,0.006301,0.12,123.0,md,earthquake,"M -0.6 - 15 km NE of Milford, Utah"
2.0,"15 km NE of Cantwell, Alaska",1708090013925,1709748457808,,https://earthquake.usgs.gov/earthquakes/eventpage/ak02425y5mvm,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=ak02425y5mvm&format=geojson,,,,,reviewed,0,62,ak,02425y5mvm,",ak02425y5mvm,",",ak,",",origin,phase-data,",,,0.6,,ml,earthquake,"M 2.0 - 15 km NE of Cantwell, Alaska"
1.8,"24 km ENE of Chase, Alaska",1708089816492,1709748457569,,https://earthquake.usgs.gov/earthquakes/eventpage/ak02425y4yci,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=ak02425y4yci&format=geojson,,,,,reviewed,0,50,ak,02425y4yci,",ak02425y4yci,",",ak,",",origin,phase-data,",,,0.45,,ml,earthquake,"M 1.8 - 24 km ENE of Chase, Alaska"
1.05,"1 km ESE of The Geysers, CA",1708089612470,1708714811778,,https://earthquake.usgs.gov/earthquakes/eventpage/nc74003541,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=nc74003541&format=geojson,,,,,reviewed,0,17,nc,74003541,",nc74003541,",",nc,",",focal-mechanism,nearby-cities,origin,phase-data,scitech-link,",41.0,0.009367,0.05,68.0,md,earthquake,"M 1.1 - 1 km ESE of The Geysers, CA"
2.20000005,"3 km SSW of Pāhala, Hawaii",1708089266960,1708089373090,,https://earthquake.usgs.gov/earthquakes/eventpage/hv74113956,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=hv74113956&format=geojson,,,,,automatic,0,74,hv,74113956,",hv74113956,",",hv,",",origin,phase-data,",37.0,0.03428,0.150000006,93.0,md,earthquake,"M 2.2 - 3 km SSW of Pāhala, Hawaii"
1.6,"59 km S of Whites City, New Mexico",1708089251236,1708117631010,,https://earthquake.usgs.gov/earthquakes/eventpage/tx2024dhbi,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=tx2024dhbi&format=geojson,,,,,reviewed,0,39,tx,2024dhbi,",tx2024dhbi,",",tx,",",origin,phase-data,",17.0,0.0,0.2,67.0,ml,earthquake,"M 1.6 - 59 km S of Whites City, New Mexico"
2.08,"15 km S of Beaver, Utah",1708089121230,1708096178080,,https://earthquake.usgs.gov/earthquakes/eventpage/uu80037676,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=uu80037676&format=geojson,,,,,reviewed,0,67,uu,80037676,",uu80037676,",",uu,",",origin,phase-data,",21.0,0.2701,0.2,66.0,ml,earthquake,"M 2.1 - 15 km S of Beaver, Utah"
-0.44,"15 km NE of Milford, Utah",1708089018570,1708114380760,,https://earthquake.usgs.gov/earthquakes/eventpage/uu80037671,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=uu80037671&format=geojson,,,,,reviewed,0,0,uu,80037671,",uu80037671,",",uu,",",origin,phase-data,",9.0,0.002257,0.06,102.0,md,earthquake,"M -0.4 - 15 km NE of Milford, Utah"
1.6,"28 km SW of Jal, New Mexico",1708088869467,1708115840912,,https://earthquake.usgs.gov/earthquakes/eventpage/tx2024dhbd,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=tx2024dhbd&format=geojson,,,,,reviewed,0,39,tx,2024dhbd,",tx2024dhbd,",",tx,",",origin,phase-data,",14.0,0.0,0.2,77.0,ml,earthquake,"M 1.6 - 28 km SW of Jal, New Mexico"
1.5,"104 km E of Cordova, Alaska",1708088176320,1709748457346,,https://earthquake.usgs.gov/earthquakes/eventpage/ak02425xqjvs,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=ak02425xqjvs&format=geojson,,,,,reviewed,0,35,ak,02425xqjvs,",ak02425xqjvs,",",ak,",",origin,phase-data,",,,0.52,,ml,earthquake,"M 1.5 - 104 km E of Cordova, Alaska"
1.6,"43 km N of Yakutat, Alaska",1708087643713,1709748457128,,https://earthquake.usgs.gov/earthquakes/eventpage/ak02425xonh4,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=ak02425xonh4&format=geojson,,,,,reviewed,0,39,ak,02425xonh4,",ak02425xonh4,",",ak,",",origin,phase-data,",,,0.34,,ml,ice quake,"M 1.6 Ice Quake - 43 km N of Yakutat, Alaska"
